"term","frequency","density","occurrence"
"city",13,0.000186905138453576,0.024
"compensate",1,1.43773183425827e-05,0.002
"crops",4,5.7509273370331e-05,0.004
"cultivate",1,1.43773183425827e-05,0.002
"davao",1,1.43773183425827e-05,0.002
"dave",10,0.000143773183425827,0.018
"decades",5,7.18865917129137e-05,0.006
"describing",3,4.31319550277482e-05,0.006
"development",14,0.000201282456796158,0.024
"divvy",1,1.43773183425827e-05,0.002
"else",44,0.000632602007073641,0.078
"enjoy",3,4.31319550277482e-05,0.006
"especially",12,0.000172527820110993,0.024
"exactly",36,0.000517583460332979,0.07
"existing",11,0.00015815050176841,0.018
"explanation",6,8.62639100554965e-05,0.01
"farting",1,1.43773183425827e-05,0.002
"flip",4,5.7509273370331e-05,0.008
"fork",19,0.000273169048509072,0.028
"generations",2,2.87546366851655e-05,0.004
"haphazard",1,1.43773183425827e-05,0.002
"happened",21,0.000301923685194238,0.034
"helped",12,0.000172527820110993,0.018
"highlycapitalized",1,1.43773183425827e-05,0.002
"human",16,0.000230037093481324,0.03
"inhabitants",2,2.87546366851655e-05,0.004
"intent",2,2.87546366851655e-05,0.004
"introduce",4,5.7509273370331e-05,0.008
"jar",2,2.87546366851655e-05,0.004
"keeping",8,0.000115018546740662,0.016
"lands",1,1.43773183425827e-05,0.002
"legal",21,0.000301923685194238,0.028
"literally",3,4.31319550277482e-05,0.006
"loan",5,7.18865917129137e-05,0.006
"long",56,0.000805129827184634,0.09
"manhattanites",1,1.43773183425827e-05,0.002
"manila",2,2.87546366851655e-05,0.002
"mansions",1,1.43773183425827e-05,0.002
"maps",1,1.43773183425827e-05,0.002
"market",47,0.000675733962101389,0.03
"maybe",48,0.000690111280443972,0.066
"meant",6,8.62639100554965e-05,0.01
"meantime",1,1.43773183425827e-05,0.002
"mechanisms",4,5.7509273370331e-05,0.008
"metro",4,5.7509273370331e-05,0.008
"middleclass",1,1.43773183425827e-05,0.002
"midst",1,1.43773183425827e-05,0.002
"multiple",15,0.000215659775138741,0.022
"nearby",2,2.87546366851655e-05,0.004
"negligible",1,1.43773183425827e-05,0.002
"npv",1,1.43773183425827e-05,0.002
"obvious",24,0.000345055640221986,0.044
"package",35,0.000503206141990396,0.04
"paisanos",1,1.43773183425827e-05,0.002
"parcels",1,1.43773183425827e-05,0.002
"parties",11,0.00015815050176841,0.012
"parts",12,0.000172527820110993,0.022
"patrons",1,1.43773183425827e-05,0.002
"peasantssquatters",1,1.43773183425827e-05,0.002
"perceived",1,1.43773183425827e-05,0.002
"plant",6,8.62639100554965e-05,0.012
"poor",15,0.000215659775138741,0.022
"presumably",5,7.18865917129137e-05,0.01
"producers",1,1.43773183425827e-05,0.002
"profitable",3,4.31319550277482e-05,0.006
"property",16,0.000230037093481324,0.016
"putting",16,0.000230037093481324,0.028
"record",16,0.000230037093481324,0.024
"recorded",1,1.43773183425827e-05,0.002
"reference",10,0.000143773183425827,0.018
"reform",5,7.18865917129137e-05,0.006
"remain",7,0.000100641228398079,0.014
"rogers",8,0.000115018546740662,0.016
"rural",2,2.87546366851655e-05,0.004
"scenario",1,1.43773183425827e-05,0.002
"second",46,0.000661356643758806,0.072
"section",15,0.000215659775138741,0.02
"shanties",1,1.43773183425827e-05,0.002
"shantytown",1,1.43773183425827e-05,0.002
"shantytowns",1,1.43773183425827e-05,0.002
"shotgun",2,2.87546366851655e-05,0.004
"sidestep",1,1.43773183425827e-05,0.002
"solution",12,0.000172527820110993,0.022
"somehow",10,0.000143773183425827,0.018
"somewhere",11,0.00015815050176841,0.02
"soto",7,0.000100641228398079,0.008
"sounds",11,0.00015815050176841,0.022
"spanish",5,7.18865917129137e-05,0.01
"squat",1,1.43773183425827e-05,0.002
"subdivisions",1,1.43773183425827e-05,0.002
"suburban",2,2.87546366851655e-05,0.004
"sufficient",5,7.18865917129137e-05,0.01
"take",103,0.00148086378928602,0.136
"talking",35,0.000503206141990396,0.062
"tend",8,0.000115018546740662,0.016
"titles",1,1.43773183425827e-05,0.002
"together",27,0.000388187595249734,0.048
"transferring",2,2.87546366851655e-05,0.004
"trees",2,2.87546366851655e-05,0.004
"urban",3,4.31319550277482e-05,0.006
"vacant",1,1.43773183425827e-05,0.002
"view",28,0.000402564913592317,0.038
"werent",2,2.87546366851655e-05,0.004
"whatever",14,0.000201282456796158,0.022
"wielding",1,1.43773183425827e-05,0.002
"youd",6,8.62639100554965e-05,0.01
"card",25,0.000359432958564569,0.03
"disk",18,0.000258791730166489,0.02
"doesnt",97,0.00139459987923053,0.14
"downloaded",7,0.000100641228398079,0.014
"driver",22,0.00031630100353682,0.038
"efpp",2,2.87546366851655e-05,0.004
"flat",4,5.7509273370331e-05,0.008
"folks",10,0.000143773183425827,0.02
"geforce",4,5.7509273370331e-05,0.008
"grateful",3,4.31319550277482e-05,0.006
"ideas",34,0.000488828823647813,0.052
"installed",31,0.000445696868620065,0.038
"lcd",2,2.87546366851655e-05,0.004
"monitor",14,0.000201282456796158,0.01
"net",15,0.000215659775138741,0.022
"next",59,0.000848261782212382,0.094
"nvidia",8,0.000115018546740662,0.006
"onoff",3,4.31319550277482e-05,0.006
"panel",6,8.62639100554965e-05,0.01
"partitioned",2,2.87546366851655e-05,0.004
"peter",19,0.000273169048509072,0.022
"postings",4,5.7509273370331e-05,0.008
"probs",2,2.87546366851655e-05,0.004
"ran",13,0.000186905138453576,0.026
"recommended",5,7.18865917129137e-05,0.01
"rpm",41,0.000589470052045892,0.042
"sax",3,4.31319550277482e-05,0.006
"searched",2,2.87546366851655e-05,0.004
"suse",9,0.000129395865083245,0.01
"suses",2,2.87546366851655e-05,0.004
"thanks",46,0.000661356643758806,0.082
"video",19,0.000273169048509072,0.024
"website",19,0.000273169048509072,0.026
"welcome",13,0.000186905138453576,0.026
"went",22,0.00031630100353682,0.022
"around",62,0.00089139373724013,0.1
"barrera",8,0.000115018546740662,0.016
"carbon",3,4.31319550277482e-05,0.004
"dead",17,0.000244414411823907,0.026
"debeers",1,1.43773183425827e-05,0.002
"decent",7,0.000100641228398079,0.014
"diamond",4,5.7509273370331e-05,0.004
"enough",53,0.000761997872156885,0.086
"fleshwsmf",1,1.43773183425827e-05,0.002
"folds",1,1.43773183425827e-05,0.002
"hovering",1,1.43773183425827e-05,0.002
"joseph",14,0.000201282456796158,0.026
"keep",47,0.000675733962101389,0.066
"liposuction",2,2.87546366851655e-05,0.004
"seeing",11,0.00015815050176841,0.02
"theres",61,0.000877016418897547,0.096
"tomdiamonds",1,1.43773183425827e-05,0.002
"typical",8,0.000115018546740662,0.016
"wait",9,0.000129395865083245,0.018
"ass",4,5.7509273370331e-05,0.008
"certified",2,2.87546366851655e-05,0.004
"excrement",1,1.43773183425827e-05,0.002
"haun",2,2.87546366851655e-05,0.004
"joe",14,0.000201282456796158,0.026
"lifegem",1,1.43773183425827e-05,0.002
"love",29,0.0004169422319349,0.04
"loved",2,2.87546366851655e-05,0.004
"memorial",1,1.43773183425827e-05,0.002
"occasional",4,5.7509273370331e-05,0.008
"shine",2,2.87546366851655e-05,0.004
"unique",1,1.43773183425827e-05,0.002
"wonderful",6,8.62639100554965e-05,0.01
"active",7,0.000100641228398079,0.012
"alongside",3,4.31319550277482e-05,0.006
"among",20,0.000287546366851655,0.032
"answers",5,7.18865917129137e-05,0.01
"anywhere",11,0.00015815050176841,0.02
"arrive",1,1.43773183425827e-05,0.002
"athlone",1,1.43773183425827e-05,0.002
"autoexecbat",1,1.43773183425827e-05,0.002
"back",84,0.00120769474077695,0.132
"bootable",1,1.43773183425827e-05,0.002
"bootdisk",2,2.87546366851655e-05,0.002
"bootzip",1,1.43773183425827e-05,0.002
"case",67,0.000963280328953044,0.092
"cdrom",8,0.000115018546740662,0.01
"cfdisk",1,1.43773183425827e-05,0.002
"ciaran",8,0.000115018546740662,0.008
"clarify",3,4.31319550277482e-05,0.006
"closed",11,0.00015815050176841,0.02
"commandcom",1,1.43773183425827e-05,0.002
"configsys",1,1.43773183425827e-05,0.002
"contents",8,0.000115018546740662,0.01
"conveniently",1,1.43773183425827e-05,0.002
"copied",2,2.87546366851655e-05,0.004
"copy",16,0.000230037093481324,0.028
"drive",33,0.00047445150530523,0.028
"drivers",11,0.00015815050176841,0.02
"dublin",7,0.000100641228398079,0.01
"ended",6,8.62639100554965e-05,0.012
"evening",3,4.31319550277482e-05,0.006
"fancy",7,0.000100641228398079,0.014
"figured",5,7.18865917129137e-05,0.01
"flatmates",1,1.43773183425827e-05,0.002
"floppy",16,0.000230037093481324,0.012
"format",18,0.000258791730166489,0.022
"formatting",3,4.31319550277482e-05,0.004
"games",10,0.000143773183425827,0.016
"garbled",1,1.43773183425827e-05,0.002
"gear",1,1.43773183425827e-05,0.002
"gig",1,1.43773183425827e-05,0.002
"handy",4,5.7509273370331e-05,0.008
"hdds",1,1.43773183425827e-05,0.002
"hints",3,4.31319550277482e-05,0.006
"infinite",3,4.31319550277482e-05,0.004
"initially",5,7.18865917129137e-05,0.01
"install",39,0.000560715415360727,0.044
"installing",5,7.18865917129137e-05,0.01
"interested",16,0.000230037093481324,0.028
"iosys",1,1.43773183425827e-05,0.002
"johnston",5,7.18865917129137e-05,0.008
"loop",2,2.87546366851655e-05,0.004
"mbr",1,1.43773183425827e-05,0.002
"mcopied",1,1.43773183425827e-05,0.002
"mood",2,2.87546366851655e-05,0.004
"msdossys",1,1.43773183425827e-05,0.002
"need",87,0.0012508266958047,0.132
"normally",16,0.000230037093481324,0.028
"nowhere",2,2.87546366851655e-05,0.004
"partition",7,0.000100641228398079,0.006
"partitions",2,2.87546366851655e-05,0.002
"peats",1,1.43773183425827e-05,0.002
"physically",4,5.7509273370331e-05,0.008
"play",36,0.000517583460332979,0.042
"reran",1,1.43773183425827e-05,0.002
"running",31,0.000445696868620065,0.046
"situation",12,0.000172527820110993,0.022
"slackware",3,4.31319550277482e-05,0.004
"solely",4,5.7509273370331e-05,0.008
"solid",5,7.18865917129137e-05,0.01
"squiggles",1,1.43773183425827e-05,0.002
"sys",1,1.43773183425827e-05,0.002
"threads",11,0.00015815050176841,0.016
"tonight",2,2.87546366851655e-05,0.004
"understand",27,0.000388187595249734,0.052
"unnetworked",1,1.43773183425827e-05,0.002
"urge",2,2.87546366851655e-05,0.004
"wednesday",13,0.000186905138453576,0.026
"win",12,0.000172527820110993,0.02
"windoze",2,2.87546366851655e-05,0.004
"wiped",2,2.87546366851655e-05,0.004
"working",54,0.000776375190499468,0.088
"worse",11,0.00015815050176841,0.022
"writing",22,0.00031630100353682,0.026
"yeah",18,0.000258791730166489,0.034
"zipped",1,1.43773183425827e-05,0.002
"administer",3,4.31319550277482e-05,0.006
"course",42,0.000603847370388475,0.08
"create",10,0.000143773183425827,0.016
"elses",6,8.62639100554965e-05,0.012
"listbotorg",1,1.43773183425827e-05,0.002
"manage",4,5.7509273370331e-05,0.008
"ofused",1,1.43773183425827e-05,0.002
"ppl",1,1.43773183425827e-05,0.002
"random",4,5.7509273370331e-05,0.008
"seenheard",1,1.43773183425827e-05,0.002
"subscriptions",1,1.43773183425827e-05,0.002
"webpage",1,1.43773183425827e-05,0.002
"anecdotes",3,4.31319550277482e-05,0.006
"apparent",12,0.000172527820110993,0.024
"arafats",3,4.31319550277482e-05,0.006
"authority",3,4.31319550277482e-05,0.006
"baroness",6,8.62639100554965e-05,0.01
"blair",18,0.000258791730166489,0.014
"blairs",6,8.62639100554965e-05,0.012
"brighton",5,7.18865917129137e-05,0.01
"bush",58,0.000833884463869799,0.026
"chirac",5,7.18865917129137e-05,0.01
"confided",4,5.7509273370331e-05,0.008
"considerable",8,0.000115018546740662,0.016
"crosby",4,5.7509273370331e-05,0.008
"dad",4,5.7509273370331e-05,0.008
"decline",18,0.000258791730166489,0.03
"disagree",7,0.000100641228398079,0.014
"discussing",8,0.000115018546740662,0.014
"disparaging",3,4.31319550277482e-05,0.006
"dubya",4,5.7509273370331e-05,0.008
"economics",12,0.000172527820110993,0.022
"economy",29,0.0004169422319349,0.028
"entrepreneur",6,8.62639100554965e-05,0.01
"french",56,0.000805129827184634,0.038
"george",23,0.000330678321879403,0.028
"httpwwwtimesonlinecoukprintfriendlyhtml",4,5.7509273370331e-05,0.008
"jacques",4,5.7509273370331e-05,0.008
"leader",7,0.000100641228398079,0.012
"palestinian",3,4.31319550277482e-05,0.006
"particular",26,0.000373810276907151,0.046
"quote",9,0.000129395865083245,0.012
"recalled",3,4.31319550277482e-05,0.006
"relationship",17,0.000244414411823907,0.03
"started",23,0.000330678321879403,0.038
"story",39,0.000560715415360727,0.062
"strain",3,4.31319550277482e-05,0.006
"telling",11,0.00015815050176841,0.02
"tenure",3,4.31319550277482e-05,0.006
"tony",13,0.000186905138453576,0.014
"williams",18,0.000258791730166489,0.016
"word",68,0.000977657647295626,0.068
"yassir",3,4.31319550277482e-05,0.006
"automated",2,2.87546366851655e-05,0.004
"froehlingsdorf",1,1.43773183425827e-05,0.002
"hauns",2,2.87546366851655e-05,0.002
"haunsfroehlingsdorfinfinetivitycom",1,1.43773183425827e-05,0.002
"httpwwwinfinetivitycom",1,1.43773183425827e-05,0.002
"inc",28,0.000402564913592317,0.04
"infinetivity",1,1.43773183425827e-05,0.002
"manager",7,0.000100641228398079,0.012
"monday",31,0.000445696868620065,0.052
"networksystems",1,1.43773183425827e-05,0.002
"return",14,0.000201282456796158,0.02
"joking",4,5.7509273370331e-05,0.008
"white",20,0.000287546366851655,0.018
"anytime",1,1.43773183425827e-05,0.002
"application",23,0.000330678321879403,0.03
"attachments",4,5.7509273370331e-05,0.008
"authentication",1,1.43773183425827e-05,0.002
"change",52,0.000747620553814303,0.07
"checking",4,5.7509273370331e-05,0.008
"connection",13,0.000186905138453576,0.016
"developer",9,0.000129395865083245,0.014
"howto",2,2.87546366851655e-05,0.004
"httpswwwsoftwareibmcomdeveloperworkseducationjsec",2,2.87546366851655e-05,0.002
"httpwwwfsforgphilosophynowordattachmentshtml",1,1.43773183425827e-05,0.002
"ibm",5,7.18865917129137e-05,0.008
"implementation",11,0.00015815050176841,0.018
"interesting",27,0.000388187595249734,0.052
"mario",2,2.87546366851655e-05,0.004
"module",10,0.000143773183425827,0.008
"password",4,5.7509273370331e-05,0.008
"please",26,0.000373810276907151,0.046
"post",28,0.000402564913592317,0.048
"powerpoint",1,1.43773183425827e-05,0.002
"programmin",1,1.43773183425827e-05,0.002
"registration",2,2.87546366851655e-05,0.004
"replies",2,2.87546366851655e-05,0.004
"sending",19,0.000273169048509072,0.024
"separate",6,8.62639100554965e-05,0.01
"thing",66,0.000948903010610461,0.09
"torre",1,1.43773183425827e-05,0.002
"tutorials",1,1.43773183425827e-05,0.002
"although",41,0.000589470052045892,0.066
"applied",4,5.7509273370331e-05,0.008
"availablemutter",1,1.43773183425827e-05,0.002
"breath",1,1.43773183425827e-05,0.002
"catch",14,0.000201282456796158,0.024
"charts",2,2.87546366851655e-05,0.004
"closer",3,4.31319550277482e-05,0.004
"dvd",10,0.000143773183425827,0.01
"expect",14,0.000201282456796158,0.028
"fwiw",1,1.43773183425827e-05,0.002
"grin",1,1.43773183425827e-05,0.002
"hat",38,0.000546338097018144,0.04
"hold",18,0.000258791730166489,0.03
"httpukmyyahoocom",2,2.87546366851655e-05,0.004
"joked",1,1.43773183425827e-05,0.002
"longer",14,0.000201282456796158,0.024
"matthew",1,1.43773183425827e-05,0.002
"music",24,0.000345055640221986,0.026
"page",27,0.000388187595249734,0.054
"sport",2,2.87546366851655e-05,0.004
"spot",7,0.000100641228398079,0.012
"twomey",1,1.43773183425827e-05,0.002
"youll",17,0.000244414411823907,0.03
"abilities",2,2.87546366851655e-05,0.004
"according",22,0.00031630100353682,0.036
"agrees",1,1.43773183425827e-05,0.002
"alastair",2,2.87546366851655e-05,0.004
"always",33,0.00047445150530523,0.056
"anecdote",7,0.000100641228398079,0.012
"appreciative",1,1.43773183425827e-05,0.002
"barbara",9,0.000129395865083245,0.012
"barrel",1,1.43773183425827e-05,0.002
"believed",10,0.000143773183425827,0.016
"bold",1,1.43773183425827e-05,0.002
"brightest",2,2.87546366851655e-05,0.004
"britains",3,4.31319550277482e-05,0.006
"bushs",7,0.000100641228398079,0.012
"butt",2,2.87546366851655e-05,0.004
"campbell",4,5.7509273370331e-05,0.004
"caricatures",1,1.43773183425827e-05,0.002
"centered",1,1.43773183425827e-05,0.002
"certainly",22,0.00031630100353682,0.04
"chortling",1,1.43773183425827e-05,0.002
"chronicled",1,1.43773183425827e-05,0.002
"claim",22,0.00031630100353682,0.036
"confirm",7,0.000100641228398079,0.014
"confirmation",6,8.62639100554965e-05,0.01
"corn",2,2.87546366851655e-05,0.004
"december",5,7.18865917129137e-05,0.01
"director",13,0.000186905138453576,0.024
"drawn",4,5.7509273370331e-05,0.008
"dumb",3,4.31319550277482e-05,0.006
"ears",4,5.7509273370331e-05,0.006
"election",7,0.000100641228398079,0.01
"emerged",7,0.000100641228398079,0.012
"executive",26,0.000373810276907151,0.022
"fake",16,0.000230037093481324,0.012
"fall",23,0.000330678321879403,0.032
"fellow",2,2.87546366851655e-05,0.004
"figure",23,0.000330678321879403,0.038
"frances",1,1.43773183425827e-05,0.002
"fried",3,4.31319550277482e-05,0.004
"gain",6,8.62639100554965e-05,0.008
"grove",2,2.87546366851655e-05,0.004
"harley",28,0.000402564913592317,0.04
"heard",19,0.000273169048509072,0.036
"hearer",1,1.43773183425827e-05,0.002
"httpwwwsnopescomquotesbushhtm",2,2.87546366851655e-05,0.004
"idiot",3,4.31319550277482e-05,0.006
"illustrate",1,1.43773183425827e-05,0.002
"instances",2,2.87546366851655e-05,0.004
"intellectual",10,0.000143773183425827,0.012
"intelligence",9,0.000129395865083245,0.01
"iqs",1,1.43773183425827e-05,0.002
"jibe",1,1.43773183425827e-05,0.002
"july",6,8.62639100554965e-05,0.01
"lines",44,0.000632602007073641,0.042
"lloyd",3,4.31319550277482e-05,0.006
"memories",2,2.87546366851655e-05,0.004
"mikkelson",1,1.43773183425827e-05,0.002
"minister",6,8.62639100554965e-05,0.01
"nature",9,0.000129395865083245,0.018
"nostradamus",1,1.43773183425827e-05,0.002
"origins",2,2.87546366851655e-05,0.004
"pegged",1,1.43773183425827e-05,0.002
"perceive",1,1.43773183425827e-05,0.002
"pontificated",1,1.43773183425827e-05,0.002
"presidential",3,4.31319550277482e-05,0.004
"prime",4,5.7509273370331e-05,0.006
"proclaimed",3,4.31319550277482e-05,0.006
"quatrain",1,1.43773183425827e-05,0.002
"ranking",4,5.7509273370331e-05,0.008
"regaled",1,1.43773183425827e-05,0.002
"resulted",10,0.000143773183425827,0.018
"revel",1,1.43773183425827e-05,0.002
"scraped",1,1.43773183425827e-05,0.002
"scuttlebutt",1,1.43773183425827e-05,0.002
"seemingly",3,4.31319550277482e-05,0.006
"shirley",3,4.31319550277482e-05,0.004
"shortcoming",1,1.43773183425827e-05,0.002
"showcase",1,1.43773183425827e-05,0.002
"site",38,0.000546338097018144,0.056
"sleeves",1,1.43773183425827e-05,0.002
"sort",21,0.000301923685194238,0.036
"source",35,0.000503206141990396,0.046
"speech",14,0.000201282456796158,0.018
"spring",3,4.31319550277482e-05,0.006
"stark",1,1.43773183425827e-05,0.002
"stellar",1,1.43773183425827e-05,0.002
"stevie",1,1.43773183425827e-05,0.002
"stories",8,0.000115018546740662,0.012
"straining",1,1.43773183425827e-05,0.002
"strategy",8,0.000115018546740662,0.016
"study",16,0.000230037093481324,0.02
"summer",11,0.00015815050176841,0.018
"tale",3,4.31319550277482e-05,0.006
"tales",1,1.43773183425827e-05,0.002
"thus",11,0.00015815050176841,0.022
"true",50,0.000718865917129137,0.078
"unable",7,0.000100641228398079,0.014
"updated",6,8.62639100554965e-05,0.01
"upon",15,0.000215659775138741,0.028
"village",11,0.00015815050176841,0.012
"waft",1,1.43773183425827e-05,0.002
"washington",18,0.000258791730166489,0.022
"waving",2,2.87546366851655e-05,0.004
"weve",13,0.000186905138453576,0.026
"widely",7,0.000100641228398079,0.014
"wonder",3,4.31319550277482e-05,0.006
"yarns",1,1.43773183425827e-05,0.002
"yet",55,0.000790752508842051,0.084
"advice",4,5.7509273370331e-05,0.006
"behalf",28,0.000402564913592317,0.048
"caps",1,1.43773183425827e-05,0.002
"computers",19,0.000273169048509072,0.036
"hehe",1,1.43773183425827e-05,0.002
"ilugadminlinuxie",4,5.7509273370331e-05,0.008
"lock",9,0.000129395865083245,0.014
"mailtoilugadminlinuxieon",3,4.31319550277482e-05,0.006
"newbie",2,2.87546366851655e-05,0.004
"opnion",1,1.43773183425827e-05,0.002
"preloaded",1,1.43773183425827e-05,0.002
"seeks",7,0.000100641228398079,0.014
"sorry",10,0.000143773183425827,0.02
"staunton",1,1.43773183425827e-05,0.002
"tho",4,5.7509273370331e-05,0.008
"tryed",1,1.43773183425827e-05,0.002
"antoin",1,1.43773183425827e-05,0.002
"antoineirecom",1,1.43773183425827e-05,0.002
"bas",1,1.43773183425827e-05,0.002
"continuum",1,1.43773183425827e-05,0.002
"copper",1,1.43773183425827e-05,0.002
"covered",6,8.62639100554965e-05,0.01
"distances",1,1.43773183425827e-05,0.002
"dls",1,1.43773183425827e-05,0.002
"dsl",8,0.000115018546740662,0.012
"dynamic",2,2.87546366851655e-05,0.004
"foot",10,0.000143773183425827,0.018
"greater",4,5.7509273370331e-05,0.008
"handle",16,0.000230037093481324,0.032
"hilliard",1,1.43773183425827e-05,0.002
"httpwwweirecom",1,1.43773183425827e-05,0.002
"improve",3,4.31319550277482e-05,0.006
"knowledge",14,0.000201282456796158,0.026
"lachtnain",1,1.43773183425827e-05,0.002
"latency",4,5.7509273370331e-05,0.004
"newtonian",1,1.43773183425827e-05,0.002
"nick",3,4.31319550277482e-05,0.004
"perhaps",31,0.000445696868620065,0.046
"physics",5,7.18865917129137e-05,0.008
"piece",11,0.00015815050176841,0.014
"places",20,0.000287546366851655,0.04
"reliability",3,4.31319550277482e-05,0.004
"rtt",1,1.43773183425827e-05,0.002
"stretching",1,1.43773183425827e-05,0.002
"suffer",2,2.87546366851655e-05,0.004
"syllables",1,1.43773183425827e-05,0.002
"timespace",1,1.43773183425827e-05,0.002
"unfiltered",1,1.43773183425827e-05,0.002
"whats",24,0.000345055640221986,0.046
"worsening",1,1.43773183425827e-05,0.002
"amusing",4,5.7509273370331e-05,0.008
"aspersions",1,1.43773183425827e-05,0.002
"authoritative",4,5.7509273370331e-05,0.008
"conclusion",9,0.000129395865083245,0.016
"deny",2,2.87546366851655e-05,0.004
"failed",13,0.000186905138453576,0.026
"false",7,0.000100641228398079,0.012
"guy",25,0.000359432958564569,0.04
"kasichainula",1,1.43773183425827e-05,0.002
"manoj",1,1.43773183425827e-05,0.002
"official",10,0.000143773183425827,0.018
"sounding",3,4.31319550277482e-05,0.006
"spin",4,5.7509273370331e-05,0.008
"status",10,0.000143773183425827,0.016
"supports",8,0.000115018546740662,0.014
"thick",2,2.87546366851655e-05,0.004
"wot",1,1.43773183425827e-05,0.002
"anonymously",2,2.87546366851655e-05,0.004
"blamed",7,0.000100641228398079,0.012
"chat",10,0.000143773183425827,0.02
"clutter",2,2.87546366851655e-05,0.004
"collected",7,0.000100641228398079,0.008
"depends",16,0.000230037093481324,0.026
"dissident",3,4.31319550277482e-05,0.006
"friends",18,0.000258791730166489,0.032
"gonze",3,4.31319550277482e-05,0.006
"httpmessengermsncom",7,0.000100641228398079,0.014
"lucas",8,0.000115018546740662,0.016
"means",22,0.00031630100353682,0.04
"messenger",13,0.000186905138453576,0.018
"msn",19,0.000273169048509072,0.038
"senders",8,0.000115018546740662,0.012
"surfed",2,2.87546366851655e-05,0.004
"tool",6,8.62639100554965e-05,0.012
"accurate",4,5.7509273370331e-05,0.008
"cares",11,0.00015815050176841,0.012
"denying",1,1.43773183425827e-05,0.002
"spinmeisters",1,1.43773183425827e-05,0.002
"boardname",1,1.43773183425827e-05,0.002
"busid",1,1.43773183425827e-05,0.002
"called",39,0.000560715415360727,0.056
"correct",8,0.000115018546740662,0.016
"dbe",1,1.43773183425827e-05,0.002
"defaultdepth",1,1.43773183425827e-05,0.002
"depth",7,0.000100641228398079,0.004
"desired",2,2.87546366851655e-05,0.004
"device",26,0.000373810276907151,0.038
"dri",1,1.43773183425827e-05,0.002
"endsection",4,5.7509273370331e-05,0.002
"endsubsection",7,0.000100641228398079,0.002
"etcxxfconfig",1,1.43773183425827e-05,0.002
"extmod",1,1.43773183425827e-05,0.002
"fbbpp",2,2.87546366851655e-05,0.002
"glx",1,1.43773183425827e-05,0.002
"higher",9,0.000129395865083245,0.016
"hmmm",10,0.000143773183425827,0.018
"horizsync",1,1.43773183425827e-05,0.002
"identifier",3,4.31319550277482e-05,0.002
"insmod",1,1.43773183425827e-05,0.002
"loaded",10,0.000143773183425827,0.012
"lsmod",1,1.43773183425827e-05,0.002
"lto",1,1.43773183425827e-05,0.002
"marked",1,1.43773183425827e-05,0.002
"mode",8,0.000115018546740662,0.014
"model",26,0.000373810276907151,0.034
"modeline",2,2.87546366851655e-05,0.002
"modelines",1,1.43773183425827e-05,0.002
"modelname",1,1.43773183425827e-05,0.002
"modes",6,8.62639100554965e-05,0.012
"modules",2,2.87546366851655e-05,0.004
"nasty",7,0.000100641228398079,0.01
"neomagic",3,4.31319550277482e-05,0.002
"nvdriver",1,1.43773183425827e-05,0.002
"nvdrivero",1,1.43773183425827e-05,0.002
"open",38,0.000546338097018144,0.062
"option",12,0.000172527820110993,0.022
"path",6,8.62639100554965e-05,0.008
"pci",2,2.87546366851655e-05,0.004
"pex",1,1.43773183425827e-05,0.002
"plus",14,0.000201282456796158,0.024
"reboot",4,5.7509273370331e-05,0.008
"resulutions",1,1.43773183425827e-05,0.002
"root",24,0.000345055640221986,0.03
"safely",2,2.87546366851655e-05,0.004
"singfinicantly",1,1.43773183425827e-05,0.002
"speedo",1,1.43773183425827e-05,0.002
"subsection",8,0.000115018546740662,0.004
"surprise",2,2.87546366851655e-05,0.004
"terminal",3,4.31319550277482e-05,0.006
"uncomment",1,1.43773183425827e-05,0.002
"vendorname",2,2.87546366851655e-05,0.002
"vertrefresh",1,1.43773183425827e-05,0.002
"vim",2,2.87546366851655e-05,0.004
"xfconfig",1,1.43773183425827e-05,0.002
"xie",1,1.43773183425827e-05,0.002
"xtrap",1,1.43773183425827e-05,0.002
"chuck",4,5.7509273370331e-05,0.006
"homer",2,2.87546366851655e-05,0.004
"simpson",2,2.87546366851655e-05,0.004
"son",8,0.000115018546740662,0.012
"victory",3,4.31319550277482e-05,0.006
"anecdotal",4,5.7509273370331e-05,0.008
"bromides",1,1.43773183425827e-05,0.002
"checked",9,0.000129395865083245,0.016
"deemed",2,2.87546366851655e-05,0.004
"dippy",1,1.43773183425827e-05,0.002
"eructed",1,1.43773183425827e-05,0.002
"erudite",1,1.43773183425827e-05,0.002
"exsqueeze",1,1.43773183425827e-05,0.002
"fight",6,8.62639100554965e-05,0.01
"grok",2,2.87546366851655e-05,0.004
"hear",6,8.62639100554965e-05,0.01
"idols",1,1.43773183425827e-05,0.002
"innumerable",1,1.43773183425827e-05,0.002
"inundating",1,1.43773183425827e-05,0.002
"kill",11,0.00015815050176841,0.022
"narrow",3,4.31319550277482e-05,0.006
"powers",2,2.87546366851655e-05,0.004
"profundities",1,1.43773183425827e-05,0.002
"simply",20,0.000287546366851655,0.036
"sources",15,0.000215659775138741,0.026
"straight",14,0.000201282456796158,0.024
"trick",3,4.31319550277482e-05,0.006
"triplicate",2,2.87546366851655e-05,0.004
"utterances",1,1.43773183425827e-05,0.002
"whore",1,1.43773183425827e-05,0.002
"anything",54,0.000776375190499468,0.096
"dan",9,0.000129395865083245,0.018
"luck",7,0.000100641228398079,0.014
"night",12,0.000172527820110993,0.02
"sunday",12,0.000172527820110993,0.024
