"term","frequency","density","occurrence"
"dgftcdwvzmuddlipczdnciagicagicagicagidxzcbawradindqijzmudcbm",1,7.22663448405443e-06,0.002
"dgqdqogicagicagicagicagicagpccjnciagicagicagicagicagicadhiiakicagicag",1,7.22663448405443e-06,0.002
"dgqdqogicagicagicagpccjnciagicagicagicadhiiakicagicagicagicagphrkihdp",1,7.22663448405443e-06,0.002
"dgqgdlkdggijiwnyijmicapczdnciagicagicagicagidxzcbawradinduxijm",1,7.22663448405443e-06,0.002
"dgqgdlkdggijqmyipgzvbnqgclztimiigzmfjztiqxjpywwsiehlbhzldgljyswgcfu",1,7.22663448405443e-06,0.002
"dgvyijlrpdjnciagicagidxywjszsbawradinjgwiibibjkzxiijaiignlbgxzcgfj",1,7.22663448405443e-06,0.002
"dgyawniczhbxaifjlyyzgluzybtbxdglvbnmynidqogicagicagicagicagicagicag",1,7.22663448405443e-06,0.002
"dgyawnlcanciagicagicagicagicagcmvjbjkawnigfuzcbwbgfymfjazwvzmuddlrk",1,7.22663448405443e-06,0.002
"dhalydcucvjdxjlchjvlmnvbsoazwvzmuddleiakicagicagicagicagicagidxm",1,7.22663448405443e-06,0.002
"dhidqolrhymxlpgkpcibrpgkpcodgspg",1,7.22663448405443e-06,0.002
"dqogicagicagicagicadgqgdlkdggijqmiipgzvbnqgzmfjztiqxjpywwsiehlbhzldglj",1,7.22663448405443e-06,0.002
"dqogicagicagicagicadgqgymdjbxvcjiindqndqyiiakicagicagicagicagicazgl",1,7.22663448405443e-06,0.002
"dqogicagicagicagicagierbmftawmgsvalipcmbpjwvdgqdqogicagicagicagica",1,7.22663448405443e-06,0.002
"dqogicagicagicagphrypianciagicagicagicagidxzcbawradimjiiibozwlnahqiji",1,7.22663448405443e-06,0.002
"dqogicagicagicagphrypianciagicagicagicagidxzcbiznvbgypsijmdawmezgiibozwln",1,7.22663448405443e-06,0.002
"dqogicagicagidxywjszsbawradinjgwiibibjkzxiijaiignlbgxzcgfjawnpsiwiibj",1,7.22663448405443e-06,0.002
"emuijiipkvdglvbianciagicagicagicagicagzgvzwnawuihjlyyzgluzzwvzmudd",1,7.22663448405443e-06,0.002
"ewjhysgyxqgzglmzmvyzwihnwzwvklcbzahvdgxligzvcndhcmqgywkigjhytyxjkidwv",1,7.22663448405443e-06,0.002
"iakicagicagicagicagicbwawrlbybkaxnwbgfihjlcsdxrpbgbgnzyeduniaouefm",1,7.22663448405443e-06,0.002
"iakicagicagicagicagicbwbgfymfjaybyzwnvcmrlzcbawrlbzxicjnciagicagicagicag",1,7.22663448405443e-06,0.002
"iakicagicagicagicagphrkihdpzhropsiymjgipjxipjxmbigzhyuikfyawfslcbizwx",1,7.22663448405443e-06,0.002
"iakicagicagicagicagphrkihdpzhropsiymjgipjxmbigzhyuikfyawfslcbizwxzxrp",1,7.22663448405443e-06,0.002
"icadgqgagvpzhpsixmtaxiibywxpzinrvcciiakicagicagpgrpdibhbglnbjiyvu",1,7.22663448405443e-06,0.002
"icadgqgdlkdggijiyncipgipgzvbnqgzmfjztiqxjpywwsiehlbhzldgljyswgcfucyz",1,7.22663448405443e-06,0.002
"icagicagicadgfibgugdlkdggijymcigymyzgvypsiwiibjzwxscbhyluzzimcigyvs",1,7.22663448405443e-06,0.002
"icagicagicadgqgdlkdggijqmiipgzvbnqgzmfjztiqxjpywwsiehlbhzldgljyswgcfu",2,1.44532689681089e-05,0.002
"icagicagicagicadgqgdlkdggijiyncipgipgzvbnqgzmfjztiqxjpywwsiehlbhzldglj",1,7.22663448405443e-06,0.002
"icagicagicagicadgqgdlkdggijqosigagvpzhpsixmteiihzhbglnbjibwlkzgxliibh",1,7.22663448405443e-06,0.002
"icagicagicagicagicamtasiduvribgdwsguhpbmcgqtbsgqmxkzysievljilcbpbibm",1,7.22663448405443e-06,0.002
"icagicagicagicagicaxmcxmdbniexbtibjyxjkpcmbpjwvdgqdqogicagicagicagpc",1,7.22663448405443e-06,0.002
"icagicagicagicagicbkyxrligzvcibawrlbybzzwfyyggpcmbpjwvdgqdqogicagicag",1,7.22663448405443e-06,0.002
"icagicagicagicagifncrlbsbtbzdfyztwvyjlzvbnqpckaxydqogicagicagicag",1,7.22663448405443e-06,0.002
"icagicagicagicagigbhrpcgxlegvyigrpcbsyxkgbwkzxmlzvbnqpcipjwvdgqdqog",1,7.22663448405443e-06,0.002
"icagicagicagicagphrkihdpzhropsinsigagvpzhpsiymyijmicapczdnciagicag",1,7.22663448405443e-06,0.002
"icagicagicagicalrypgkicagicagicagicagicalrhymxlpgkicagicagicagicagica",1,7.22663448405443e-06,0.002
"icagicagicagifjyzwnvcmrpbmclzvbnqpczdnciagicagicagicalrypgkicagicag",1,7.22663448405443e-06,0.002
"icagicagicagifrlyhubxvzkguvjdxjpdhkgulzdgvtiexpbwlzwqgoibjbywnihvz",1,7.22663448405443e-06,0.002
"icagicagicagifrlyhubxvzklipcmbpjwvzglpgkicagicagicagicagpczdn",1,7.22663448405443e-06,0.002
"icagicagicagphrkigjnysbiiimwmdawrkyipianciagicagicagicagicagpgrpdibhbgln",1,7.22663448405443e-06,0.002
"icagicagicagphrkihdpzhropsiymjqipjxipjxmbigzhyuikfyawfslcbizwxzxrpyes",1,7.22663448405443e-06,0.002
"icagicagicagsvnetibhbmqgufnutjwvzmuddlrkpgkicagicagicagidwvdhidqogicag",1,7.22663448405443e-06,0.002
"icagicagicaqierpcbsyxkgcmvhbcawlihzpzgvvigfigwdgltdwgyuzglawuigm",1,7.22663448405443e-06,0.002
"icagicagicbhbmqgzgfzsbvdmvybgfiguigvhyggyftzxjhigzvcibkaxnwbgfigfuzcby",1,7.22663448405443e-06,0.002
"icagicagidwvdhidqogicagicagicagphrypianciagicagicagicagidxzcbawradindiy",1,7.22663448405443e-06,0.002
"icagicagidwvzmuddlipczdnciagicagicagicagidxzcbawradinduyiibozwln",1,7.22663448405443e-06,0.002
"icagicagidxkaxygywxpzimnlbnrlciipgzvbnqgzmfjztiqxjpywwsiehlbhzldgljyswg",1,7.22663448405443e-06,0.002
"icagicagidxzcbawradinduyiibozwlnahqijiijzmudcbzaxplpsiyiibmywnlpsjb",1,7.22663448405443e-06,0.002
"icagicagidxzcbawradinduyijzmudcbmywnlpsjbcmlhbcwgsgvsdmvawnhlcbzywz",1,7.22663448405443e-06,0.002
"icagicagigzvcibkawdpdgfsihzpzgvvihjlyyzgluzzwvzmuddlipczdnciagicag",1,7.22663448405443e-06,0.002
"icagicagpcywjsztnciagicagicagphrhymxlihdpzhropsiodaiigjvcmrlcjimcigyvs",1,7.22663448405443e-06,0.002
"icagicagphrhymxlihdpzhropsiodaiigjvcmrlcjimcigyvsbhnwywnpbmcijaiignlbgxw",1,7.22663448405443e-06,0.002
"icagicagphrypianciagicagicagicagidxzcbawradimjiijyjzmudcbmywnlpsjb",1,7.22663448405443e-06,0.002
"icagicagphrypianciagicagicagicagidxzcbiznvbgypsijqndqndijgdqogicagicag",1,7.22663448405443e-06,0.002
"icagicalrhymxlpgkicagicagicadgfibgugdlkdggijymyigymyzgvypsiwiibjzwxs",1,7.22663448405443e-06,0.002
"icagicalrypgkicagicagicalrhymxlpgkicagicagicazmudcbzaxplpsixiibmywnl",1,7.22663448405443e-06,0.002
"icagicazgligfsawdupsjjzwzxiipjxmbigzhyuilzlcmrhbmesiefyawfslcbizwx",1,7.22663448405443e-06,0.002
"icagicbtdxbwbjierbmftawmgsvaynidqogicagicagicagicagicgncbwawrlbyamyww",1,7.22663448405443e-06,0.002
"icagidwvdhidqogicagicagidwvdgfibgudqogicagicagidxywjszsbawradinjgwiibi",1,7.22663448405443e-06,0.002
"icagidxcjgdqogicagicagicagicadgqgdlkdggijiynyigdmfsawdupsjbaipjxmb",1,7.22663448405443e-06,0.002
"icagidxcjgdqogicagicagicagicadgqgdlkdggijiynyipgzvbnqgzmfjztiqxjpywws",1,7.22663448405443e-06,0.002
"icagidxcjgdqogicagicagicagicadgqgdlkdggijiyocipgipgzvbnqgzmfjztiqxjp",1,7.22663448405443e-06,0.002
"icagidxcjgdqogicagicagicagicadgqgymdjbxvcjiindqndqyiiakicagicagicag",1,7.22663448405443e-06,0.002
"icagidxcjgdqogicagicagicagicadgqgyscbhbjimyijmicapczdnciagicag",1,7.22663448405443e-06,0.002
"icagjmftcdsgyxvkawgpgjypgkicagicagicagicagicalzvbnqpcipjwvdgqdqogicag",1,7.22663448405443e-06,0.002
"icagpccjnciagicagicagpcywjsztnciagicagicagphrhymxlihdpzhropsiodaiigjv",2,1.44532689681089e-05,0.002
"icagpccjnciagicagidwvdgfibgudqogicagicazgligfsawdupsjjzwzxiipianciag",1,7.22663448405443e-06,0.002
"icalrkpgkicagicagicagidwvdhidqogicagicagidwvdgfibgudqogicagicagidxywjs",1,7.22663448405443e-06,0.002
"icalrypgkicagicagicagidxcjgdqogicagicagicagicadgqgdlkdggijiynyigdmfs",1,7.22663448405443e-06,0.002
"icalrypgkicagicagicagidxcjgdqogicagicagicagicadgqgdlkdggijiyocipgi",1,7.22663448405443e-06,0.002
"icalrypgkicagicagicalrhymxlpgkicagicagicadgfibgugdlkdggijymcigymy",1,7.22663448405443e-06,0.002
"icgvglsdcavifpvbgpgjypgkicagicagicagicagicalzvbnqpcipjwvdgqdqogicag",1,7.22663448405443e-06,0.002
"idwvdhidqogicagicagicagphrypianciagicagicagicagidxzcbawradimjiijyj",1,7.22663448405443e-06,0.002
"idxcjgdqogicagicagicagicadgqgdlkdggijiyncipgipgzvbnqgzmfjztiqxjpywws",1,7.22663448405443e-06,0.002
"idxzcbawradimjiiibozwlnahqijiijyjzmudcbmywnlpsjbcmlhbcwgsgvsdmv",1,7.22663448405443e-06,0.002
"idxzcbawradimjiipizuynnwozwvdgqdqogicagicagicagicadgqgdlkdggijiwnyi",1,7.22663448405443e-06,0.002
"iehlbhzldgljyswgcfucyzzxjpziigclztimiipgincanciagicagicagicagicagvmlk",1,7.22663448405443e-06,0.002
"iehlbhzldgljyswgcfucyzzxjpziigclztimiivmlkzwgdqogicagicagicagicagigrp",1,7.22663448405443e-06,0.002
"ifjfqsrevsieplltqwmdwvyjlzvbnqpckaxydqogicagicagicagpczdnciagicag",1,7.22663448405443e-06,0.002
"igfsawdupsjjzwzxiiihdpzhropsiyntgiihzhbglnbjibwlkzgxlijawnihnyyziahr",1,7.22663448405443e-06,0.002
"igfsawdupsjjzwzxiipjxmbigzhyuilzlcmrhbmesiefyawfslcbizwxzxrpyesihnh",1,7.22663448405443e-06,0.002
"igltywdlcybhbmqgcbmqgyxqgdghlihnhbwugdgltzslzvbnqpczdnciagicagicag",1,7.22663448405443e-06,0.002
"ignvbgypsijmdawmezgijeawdpdgfsiakicagicagicagicagicagicagicbwawrlbybnbp",1,7.22663448405443e-06,0.002
"igzhyuikfyawfslcbizwxzxrpyesihnhbnmtcvyawyiihnpemuijiipjxiplnchbvcnqg",1,7.22663448405443e-06,0.002
"igzvcibpzmzpyusifnobasiehvbwugjmftcdsgrmfjdgyetwvzmuddlkpcmbpjwv",1,7.22663448405443e-06,0.002
"ihlvdxigawzxjuzxqgyzdclzvbnqpczdnciagicagicagicalrypgkicagicag",1,7.22663448405443e-06,0.002
"ihnhbnmtcvyawyiihnpemuijiiplzpzgvviakicagicagicagicagicbkaxnwbgfpcmb",1,7.22663448405443e-06,0.002
"ihnpemuijiipiogdqogicagicagicagicagidqgdmlkzwvyxvkawgawwdxqgdggcmvjbjk",1,7.22663448405443e-06,0.002
"ihnpemuijiipiogdqogicagicagicagicagieegchjvzjhbwhymxlihrpbwvyigfsbgcyb",1,7.22663448405443e-06,0.002
"ihrvidewmcbmcmftzxmgcgvyihnlyuzcbvciazmcbmcmftzxmgcgvyignhbwvyysbpbibtbp",1,7.22663448405443e-06,0.002
"ihrvzgfidogkdgmiktmjymianciagicagicagicagicagicawmdgidogpcmbpjxhighy",1,7.22663448405443e-06,0.002
"ihryywtlbwfyamgbyguvjdxjluhjvifrlyhubxvzkgdqogicagicagifnlyvyaxrifn",1,7.22663448405443e-06,0.002
"ihvwihrvidqgyhhbmlbhmlzvbnqpczdnciagicagicagicalrypgkicagicagicag",1,7.22663448405443e-06,0.002
"iingrkzgrkyiigzhyuilzlcmrhbmesiefyawfslcbizwxzxrpyesihnhbnmtcvyawyipjxi",1,7.22663448405443e-06,0.002
"ijaiignlbgxzcgfjawnpsiwiibjzwxscgfkzgluzzimcidqogicagicagicagicagicagphry",1,7.22663448405443e-06,0.002
"ijezmiipczdnciagicagicagicagidxzcbawradindiyijmbmjzcdslrkpgkicag",1,7.22663448405443e-06,0.002
"ijgdqogicagicagicagicagidxkaxygywxpzimnlbnrlciipgzvbnqgzmfjztivmvyzgfu",1,7.22663448405443e-06,0.002
"ijiipjxipljlywwgdqogicagicagicagicagifrpbwugrglzcgxhesbhbmqgumvjbjkawnpci",1,7.22663448405443e-06,0.002
"ijiyocipgipgzvbnqgzmfjztiqxjpywwsiehlbhzldgljyswgcfucyzzxjpziigclzti",1,7.22663448405443e-06,0.002
"ijmzniipgzvbnqgzmfjztivgltzxmgtmvifjvbwfulcbuawlcywgcvyawyipjxppjxmb",1,7.22663448405443e-06,0.002
"ijtdxbwbjiakicagicagicagicagicbndwxaszaxrlcybjywlcmegbsawlihzpzxdp",1,7.22663448405443e-06,0.002
"ijyjzmudcbmywnlpsjbcmlhbcwgsgvsdmvawnhlcbzywzlxnlcmlmiibzaxplpsiyijs",1,7.22663448405443e-06,0.002
"ijyjzmudcbmywnlpsjhzwldmesiefyawfslcbizwxzxrpyesihnhbizzxjpziigys",1,7.22663448405443e-06,0.002
"ijymcigymyzgvypsiwiibjzwxscbhyluzzimcigyvsbhbhzgrpbmcijaipgkicagicag",2,1.44532689681089e-05,0.002
"ilzlcmrhbmesiefyawfslcbizwxzxrpyesihnhbnmtcvyawyipjxipjxmbihnpemuijii",1,7.22663448405443e-06,0.002
"indqndqyiiakicagicagicagicagicazgligfsawdupsjjzwzxiipjxmbigzhyu",1,7.22663448405443e-06,0.002
"kswgnjqwedqmchovfndktwvzmuddlrkpgkicagicagicagidwvdhidqogicagicagicag",1,7.22663448405443e-06,0.002
"lcbizwxzxrpyesihnhbnmtcvyawyiihnpemuijiipiogdqogicagicagicagicagierpcbs",1,7.22663448405443e-06,0.002
"lipcmbpjwvzglpgkicagicagicagicagpczdnciagicagicagicalrypgkicag",1,7.22663448405443e-06,0.002
"lipczdnciagicagicagicagidxzcbawradinduyijzmudcbmywnlpsjbcmlhbcwg",1,7.22663448405443e-06,0.002
"liwynidqogicagicagicagicagiehvbmcgsuzzwvzmuddlrkpgkicagicagicagicag",1,7.22663448405443e-06,0.002
"ljyljiwocyntivchjvbwvzhzylbpyziuzlmiibawradimtewiibozwlnahqijgij",1,7.22663448405443e-06,0.002
"lteipgkpcozwfkpgkdqoymkesbiznvbgypsijrkzgrkzgiibzxhpsijmdawmdawiibs",1,7.22663448405443e-06,0.002
"lxnlcmlmiibzaxplpsiyijqiakicagicagicagicagicbxyxzlbgvigyieqructncbjbw",1,7.22663448405443e-06,0.002
"lzvbnqpczdnciagicagicagicagicagicalrypgkicagicagicagicagicalrhymxl",1,7.22663448405443e-06,0.002
"mcidqogicagicagicagicagicagphrypianciagicagicagicagicagicagidxzcbawradi",1,7.22663448405443e-06,0.002
"mcigyvsbhnwywnpbmcijaiignlbgxwywrkawnpsiwiibibjkzxjjbxvcjiizawmdbgrii",1,7.22663448405443e-06,0.002
"mcigyvsbhnwywnpbmcijaiignlbgxwywrkawnpsiwijnciagicagicagicadhiiakicag",1,7.22663448405443e-06,0.002
"mdgumjuylbybvlrciwawmxlmdpziigdlkdggijeyocigagvpzhpsixmdmipjwvzmu",1,7.22663448405443e-06,0.002
"miipgisgvhzhfyxjzxilipcmbpjxicjnciagicagicagicagicagpgzvbnqgzmfj",1,7.22663448405443e-06,0.002
"miirglnaxrhbcanciagicagicagicagicagdmlkzwgcmvjbjkawnpcmbpjwvyjlrk",1,7.22663448405443e-06,0.002
"multipartalternative",7,5.0586441388381e-05,0.014
"ndqijzmudcbmywnlpsjbcmlhbcwgsgvsdmvawnhlcbzywzlxnlcmlmiibzaxplpsiyijq",1,7.22663448405443e-06,0.002
"nextpartlbwzzjscgeidvb",2,1.44532689681089e-05,0.002
"nextpartlbwzzjscgeidvbaa",2,1.44532689681089e-05,0.002
"oduipizuynnwozwvdgqdqogicagicagicagicagicagicadgqgcmcbhbjimiigdlkdgg",1,7.22663448405443e-06,0.002
"oyaiefzglvieluchvpgjypgkicagicagicagicagicatifjlywwgvgltzsbeaxnwbgfigfu",1,7.22663448405443e-06,0.002
"pcipjwvzmuddlrpdjnciagicagicagicagidwvdgqdqogicagicagicagpccjnciag",1,7.22663448405443e-06,0.002
"pcmbpjwvzglpgkicagicagicagicagpczdnciagicagicagicalrypgkicagicag",1,7.22663448405443e-06,0.002
"pczdnciagicagicagicalrypgkicagicagicagidxcjgdqogicagicagicagicadgqg",1,7.22663448405443e-06,0.002
"pghbwwdqoagvhzdncjxaxrszttzwncmvqcmgrfzspcaxrsztncjxtzxrhighdhat",1,7.22663448405443e-06,0.002
"pgkicagicagicadgfibgugdlkdggijymcigymyzgvypsiwiibjzwxscbhyluzzimcig",1,7.22663448405443e-06,0.002
"pgkicagicagicagicagpczdnciagicagicagicalrypgkicagicagicagidxcjgdqog",1,7.22663448405443e-06,0.002
"pgkicagicagicagicagphrkihdpzhropsindkipjxmbigzhyuikfyawfslcbizwxzxrp",1,7.22663448405443e-06,0.002
"pgkicagicagicagicagphrkihdpzhropsintiipjxmbigzhyuikfyawfslcbizwxzxrp",1,7.22663448405443e-06,0.002
"pgkicagicagicagidwvdhidqogicagicagidwvdgfibgudqogicagicagidxywjszsbawr",1,7.22663448405443e-06,0.002
"pgzvbnqgzmfjztiqxjpywwsiehlbhzldgljyswgcfucyzzxjpziigclztimiiumvtbrl",1,7.22663448405443e-06,0.002
"pgzvbnqgzmfjztivmvyzgfuyswgqxjpywwsiehlbhzldgljyswgcfucyzzxjpziigclzti",1,7.22663448405443e-06,0.002
"phrkihdpzhropsinteipianciagicagicagicagicagpgrpdibhbglnbjiyvudgvyijzmu",1,7.22663448405443e-06,0.002
"phrkihdpzhropsintiipjxmbigzhyuikfyawfslcbizwxzxrpyesihnhbnmtcvyawyi",1,7.22663448405443e-06,0.002
"phrkihdpzhropsintmipjxmbigzhyuikfyawfslcbizwxzxrpyesihnhbnmtcvyawyi",1,7.22663448405443e-06,0.002
"phrypianciagicagicagicagidxzcbawradimjiiibozwlnahqijexmsipgipgzvbnqg",1,7.22663448405443e-06,0.002
"pianciagicagicagicagicagicagidxzcbawradimtgijzmudcbmywnlpsjbcmlhbcwg",1,7.22663448405443e-06,0.002
"pianciagicagicagicagidxzcbawradimjiipizuynnwozwvdgqdqogicagicagicagica",1,7.22663448405443e-06,0.002
"pjwvyjlrkpgkicagicagicagicagphrkihdpzhropsindkipjxmbigzhyuikfyawfs",1,7.22663448405443e-06,0.002
"pjwvzmuddlrkpgkicagicagicagicagphrkihdpzhropsintmipjxmbigzhyuikfy",1,7.22663448405443e-06,0.002
"pljlyyzgluzyanciagicagicagicagicagicbgzwfdxjlczwvzmuddlipcmbpjwv",1,7.22663448405443e-06,0.002
"plrlyhuawnhbcanciagicagicagicagicagicbtcgvjawzpyfawuczwvyjlzvbnqpck",1,7.22663448405443e-06,0.002
"psijqndqndijgdqogicagicagicagicagidxkaxygywxpzimnlbnrlciipgzvbnqgcl",1,7.22663448405443e-06,0.002
"psjbcmlhbcwgsgvsdmvawnhlcbzywzlxnlcmlmijyjdbbcmlnahqgmjawmibtzwncmvq",1,7.22663448405443e-06,0.002
"qndqyidqogicagicagicagphrypianciagicagicagicagidxzcbiznvbgypsijqndqnd",1,7.22663448405443e-06,0.002
"sgrklcazljumcxvvddtgreqsidinkcifjhbswgohgedmyienelvivulcsigjawxlwluiak",1,7.22663448405443e-06,0.002
"sgvsdmvawnhlcbzywzlxnlcmlmiibzaxplpsiyijawnihnyyziahrcdovlziwmincy",1,7.22663448405443e-06,0.002
"sgvsdmvawnhlcbzywzlxnlcmlmiibzaxplpsiyijqiakicagicagicagicagicbwawrlbybt",1,7.22663448405443e-06,0.002
"yesihnhbnmtcvyawyiihnpemuijiipiogdqogicagicagicagicagifrvdgfsihjlyyzglu",1,7.22663448405443e-06,0.002
"yesihnhbnmtcvyawyiihnpemuijiipiogdqogicagicagicagicagifvwihrvidqgdmlkzwg",1,7.22663448405443e-06,0.002
"yesihnhbnmtcvyawyiihnpemuijiipjxiplnwzwnpzmljyxrpblipcmbpjwvdgq",1,7.22663448405443e-06,0.002
"ynidqogicagicagicagicagidxipjxmbigzhyuikdlbmvyswgqxjpywwsiehlbhzldglj",1,7.22663448405443e-06,0.002
"ysbiiingrkzgrkyiihnpemuijuipjxipkrjrluquwgdqogicagicagicagicagifzjrevp",1,7.22663448405443e-06,0.002
"yswgcfucyzzxjpziigclztimiiudqgdqogicagicagicagicagideunkoeiwgmtiwrig",1,7.22663448405443e-06,0.002
"yswgcfucyzzxjpziigclztimiivgltzsanciagicagicagicagicagjmftcdsgrgfzsbz",1,7.22663448405443e-06,0.002
"yswgcfulxnlcmlmiibjbxvcjiizawmdbgriitmviakicagicagicagicagicbzwnobms",1,7.22663448405443e-06,0.002
"yswgqxjpywwsiehlbhzldgljyswgcfucyzzxjpziigclztimiipgiumvtbrliakicag",1,7.22663448405443e-06,0.002
"yvsbhbhzgrpbmcijaipgkicagicagicagidxcjgdqogicagicagicagicadgqgdlkdgg",1,7.22663448405443e-06,0.002
"yvyzxbybyjbuagsipjxmbignvbgypsijrkzgrkzgijpbmzvqhnlyvyzxbybyjbu",1,7.22663448405443e-06,0.002
"ywjszsbawradindixiibibjkzxiijaiignlbgxzcgfjawnpsiwiibjzwxscgfkzgluzzi",1,7.22663448405443e-06,0.002
"ywlihjhdgusihjlcsdxrpbgywkihjlyyzgluzybmawxligxlbmdacbmbigdqogicag",1,7.22663448405443e-06,0.002
"ywnlpsjbcmlhbcwgsgvsdmvawnhlcbzywzlxnlcmlmiibzaxplpsiyijuawliakicagicag",1,7.22663448405443e-06,0.002
"ywrkawnpsiwijnciagicagicagicadhiiakicagicagicagicagphrkihjvdnwywijmi",1,7.22663448405443e-06,0.002
"ywwsiehlbhzldgljyswgcfucyzzxjpziigclztimiiqtchjlcnpbgdqogicagicag",1,7.22663448405443e-06,0.002
"yxkgbguzhqsbtbpdgyigyieuumvuefmihzpzgvvigvbmlbigpgjypgkicagicag",1,7.22663448405443e-06,0.002
"zcbszwnvcmrpbmclzvbnqidxicjnciagicagicagicagidwvdgqdqogicagicagicagpc",1,7.22663448405443e-06,0.002
"zglpgkicagicagicagicagpczdnciagicagicagicalrypgkicagicagicalrhymxl",1,7.22663448405443e-06,0.002
"zgvypsiwiibjzwxscbhyluzzimcigyvsbhbhzgrpbmcijaipgkicagicagicagidxcjg",1,7.22663448405443e-06,0.002
"zhropsiymjgipjxipjxmbigzhyuikfyawfslcbizwxzxrpyesihnhbnmtcvyawyiihnp",1,7.22663448405443e-06,0.002
"zhvszsbwyxrzxjucybhdcbkawzmzxjlbnqgdgltzxmgzmyigvhyggyftzxjhpcmbpjwv",1,7.22663448405443e-06,0.002
"zmfjztiqxjpywwsiehlbhzldgljyswgcfucyzzxjpziigclztimiiqnvpbhqtawgdqog",1,7.22663448405443e-06,0.002
"zmfjztiqxjpywwsiehlbhzldgljyswgcfucyzzxjpziikianciagicagicagicagicagugxh",1,7.22663448405443e-06,0.002
"zmudcbmywnlpsjbcmlhbcwgsgvsdmvawnhlcbzywzlxnlcmlmiibzaxplpsiyijtyhlzhvs",1,7.22663448405443e-06,0.002
"zmuddlrkpgkicagicagicagidwvdhidqogicagicagicagphrypianciagicagicagicag",1,7.22663448405443e-06,0.002
"zsanciagicagicagicagicagcmvjbjkawnpcmbpjwvyjlrkpgkicagicagicagicag",1,7.22663448405443e-06,0.002
"zsbawradinjgwiibibjkzxiijaiignlbgxzcgfjawnpsiwiibjzwxscgfkzgluzzimci",1,7.22663448405443e-06,0.002
"ztimiigzmfjztiqxjpywwsiehlbhzldgljyswgcfucyzzxjpziipgitmviakicagicag",1,7.22663448405443e-06,0.002
"ztivmvyzgfuyswgqxjpywwsiehlbhzldgljyswgcfucyzzxjpziigclztimiiumuiak",1,7.22663448405443e-06,0.002
"zwgjmftcdsgqxvkawgulnbmfsieluchvpcipjwvzmuddlrkpgkicagicagicagicag",1,7.22663448405443e-06,0.002
"zwnvcmrpbmclzvbnqpczdnciagicagicagicalrypgkicagicagicalrhymxlpgk",1,7.22663448405443e-06,0.002
"zwvdgugdqogicagicagicagicagihzpzxdpbmcgywkihjlyyzgluzyaynidqogicagicag",1,7.22663448405443e-06,0.002
"zwxscgfkzgluzzimcidqogicagicagicagphrypianciagicagicagicagidxzcbiznvbgy",1,7.22663448405443e-06,0.002
"zwyimhdhalydcucvjdxjlchjvlmnvbsoayipgzvbnqgysbiiingrkzgrkyipmh",1,7.22663448405443e-06,0.002
"zxfaxyiknvbnrlbnqtvhlwzsigyudgvuddidgvdcodgsoybjagfycvpwlzbyodu",1,7.22663448405443e-06,0.002
"zxjpziigclztimiivmlkzwgdqogicagicagicagicagieluchvpcmbpjwvyjlrk",1,7.22663448405443e-06,0.002
"zxrpyesihnhbnmtcvyawyiihnpemuijiiignvbgypsijmdawmezgijtiakicagicagicag",1,7.22663448405443e-06,0.002
"zxrpyesihnhbnmtcvyawyiihnpemuijiipianciagicagicagicagicagugxhewjhyslzv",1,7.22663448405443e-06,0.002
"zxrpyesihnhbnmtcvyawyiihnpemuijiipjxiplncrlbsanciagicagicagicagicagicbt",1,7.22663448405443e-06,0.002
"zxryawvzwqgyxqgdghlihjlbwzsbzdgfawuihzpysbmqusieludgvybmvlcanciagicag",1,7.22663448405443e-06,0.002
"zybmcmftzsbyyxrliglzidewmgyvcyaynidqogicagicagicagicagicogqwrcrhymxligzy",1,7.22663448405443e-06,0.002
"zzimcigyvsbhbhzgrpbmcijaiigjvcmrlcmnvbgypsijmdawmezgijnciagphrypianciag",1,7.22663448405443e-06,0.002
"discounted",4,2.89065379362177e-05,0.008
"door",7,5.0586441388381e-05,0.014
"httpwwwsmokersunitedcouksid",4,2.89065379362177e-05,0.004
"mailtosmokersclubterraes",3,2.16799034521633e-05,0.006
"offensive",3,2.16799034521633e-05,0.006
"packing",3,2.16799034521633e-05,0.006
"smoker",7,5.0586441388381e-05,0.008
"bwma",1,7.22663448405443e-06,0.002
"mskncjemdrgzljvmymdbcwktmnzmoexprltcwmgrcvguntcekhx",1,7.22663448405443e-06,0.002
"nextpartbecacc",1,7.22663448405443e-06,0.002
"tel¡¥nªí¸¹¡¡g",1,7.22663448405443e-06,0.002
"¡¯²ª÷¦x²z¡b¥i­±ä³»ù¡",1,7.22663448405443e-06,0.002
"¢w©w¡¯²ª÷¤¸¡",1,7.22663448405443e-06,0.002
"¤j¦w°ï¡g",1,7.22663448405443e-06,0.002
"¤¤¤s°ï¡g",1,7.22663448405443e-06,0.002
"¤©w­n¬°±z§ä¨ì¤³b³ì¾a¦x±z¹ê²±z¶¯¹ï§§§óªº³õ©ò¡i¡i¡i¡i",1,7.22663448405443e-06,0.002
"¤¯·r¸ô¡b´°¤æ«n¡b¥¸ô",1,7.22663448405443e-06,0.002
"¤º´ò°ï¡g",1,7.22663448405443e-06,0.002
"¥x¥¦uµ¥¯å°ó¥î¿ì¤½«ç®×¥ó¡a¾a¦x¦uºø°ó·»ý¨d¡i¡i",1,7.22663448405443e-06,0.002
"¥þ·s®ð¬£¤j¼ó¡bªñ±¶¹b¯¸¤f¡b¥æ³q¤è«k",1,7.22663448405443e-06,0.002
